GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote
51037701,5,Bacon Voting District,Charlotte,556,376,157,16,0,2,5,459,282,172
51037503,5,Red House Voting District,Charlotte,1092,632,428,7,3,2,20,459,245,210
51041102,4,South Chester Voting District,Chesterfield,5788,3579,1007,991,74,22,115,2577,1158,1392
51041209,4,Salem Church Voting District,Chesterfield,5988,3959,1215,539,99,27,149,3028,1375,1624
51041206,7,Belmont Voting District,Chesterfield,3999,739,1892,1250,19,7,92,1241,979,254
51041203,4,Bird Voting District,Chesterfield,4028,2095,1190,594,41,22,86,1869,1093,756
51041303,4,Matoaca Voting District,Chesterfield,5765,3349,2161,118,22,14,101,3171,1671,1478
51041108,4,Ecoff Voting District,Chesterfield,5975,4496,940,259,141,14,125,3162,1077,2061
51041205,4,Falling Creek Voting District,Chesterfield,5531,2239,2048,681,422,23,118,2802,1667,1116
51041104,4,North Chester Voting District,Chesterfield,4875,3954,484,246,85,21,85,2519,893,1603
51041309,4,Skinquarter Voting District,Chesterfield,6195,5204,370,189,324,2,106,2891,843,2033
51041315,4,Bailey Bridge Voting District,Chesterfield,5910,4767,712,216,94,18,103,3691,1247,2411
51041107,4,Wells Voting District,Chesterfield,4847,2521,1664,281,198,16,167,2259,1094,1151
51041515,7,Davis Voting District,Chesterfield,5935,1704,2950,1018,76,12,175,2454,1890,557
51041105,4,Drewry's Bluff Voting District,Chesterfield,9469,2843,3197,2950,210,57,212,2581,1764,805
51041503,4,Midlothian Voting District,Chesterfield,8463,6905,686,278,432,9,153,4368,1531,2806
51041306,4,Winterpock Voting District,Chesterfield,4727,4161,363,91,36,16,60,2802,722,2062
51041502,7,Crestwood Voting District,Chesterfield,2006,1770,92,42,52,9,41,1313,573,731
51041212,4,St. Lukes Voting District,Chesterfield,2790,1689,768,172,80,4,77,1436,629,804
51041213,4,Southside Voting District,Chesterfield,6498,1712,3540,792,237,16,201,3186,2401,770
51041110,4,Dutch Gap Voting District,Chesterfield,2849,1838,701,108,127,10,65,1530,684,830
51041510,7,Sycamore Voting District,Chesterfield,4214,3747,186,85,116,8,72,2604,892,1697
51041511,7,Black Heath Voting District,Chesterfield,2590,2406,38,40,74,1,31,1818,615,1193
51041208,4,Meadowbrook Voting District,Chesterfield,5053,1700,2216,841,150,20,126,2351,1626,715
51041506,7,Greenfield Voting District,Chesterfield,4446,3312,524,253,255,3,99,2587,1265,1302
51041514,7,Watkins Voting District,Chesterfield,4977,4048,325,165,302,15,122,3012,1105,1889
51041207,4,Chippenham Voting District,Chesterfield,2731,914,1231,482,43,3,58,993,646,339
51041312,7,Evergreen Voting District,Chesterfield,7232,5529,772,222,533,14,162,3632,1536,2071
51041410,7,Wagstaff Voting District,Chesterfield,2611,1755,566,164,64,7,55,1451,643,797
51041508,7,Belgrade Voting District,Chesterfield,3361,2609,401,119,145,10,77,1960,812,1133
51041504,7,Robious Voting District,Chesterfield,5278,4643,147,80,306,4,98,3156,1064,2068
51041301,4,Ettrick Voting District,Chesterfield,7537,1446,5618,221,32,20,200,3469,2958,503
51041406,7,Smoketree Voting District,Chesterfield,3061,2708,143,64,101,13,32,2224,765,1441
51041111,4,Iron Bridge Voting District,Chesterfield,6131,4036,1564,203,151,24,153,3166,1368,1786
51041201,4,Gates Voting District,Chesterfield,5053,3312,1236,300,74,19,112,1803,801,988
51041109,4,Elizabeth Scott Voting District,Chesterfield,7077,4265,1418,456,713,18,207,3191,1376,1789
51041103,4,Enon Voting District,Chesterfield,4893,3706,748,196,139,6,98,2540,811,1707
51041112,4,Carver Voting District,Chesterfield,3860,2349,1123,174,89,11,114,2132,1044,1075
51041414,4,Crenshaw Voting District,Chesterfield,5171,3622,848,435,98,17,151,2298,1018,1261
51041401,7,Harbour Pointe Voting District,Chesterfield,2485,2029,297,56,60,10,33,1510,618,881
51041302,4,Deer Run Voting District,Chesterfield,1978,1609,219,76,15,7,52,999,399,595
51041310,7,Tomahawk Voting District,Chesterfield,4246,3685,258,119,83,5,96,2696,1035,1641
51041402,7,Genito Voting District,Chesterfield,7899,5558,1379,374,374,27,187,3877,1823,2033
51041507,7,Salisbury Voting District,Chesterfield,5003,4588,113,76,168,2,56,3215,961,2240
51041501,7,Huguenot Voting District,Chesterfield,3698,2613,538,390,87,2,68,1871,873,982
51041308,4,S. Manchester Voting District,Chesterfield,4514,2896,987,311,171,21,128,1684,832,840
51041505,7,Bon Air Voting District,Chesterfield,3804,3504,128,70,41,5,56,2628,1076,1532
51041316,4,Spring Run Voting District,Chesterfield,4960,3814,616,239,124,13,154,2427,1055,1351
51041101,4,Bellwood Voting District,Chesterfield,3809,2422,660,547,79,25,76,1446,685,751
51041405,7,La Prade Voting District,Chesterfield,3925,2812,646,183,143,8,133,2556,1125,1413
51041317,4,Birkdale Voting District,Chesterfield,4140,3265,490,133,189,7,56,2282,863,1412
51041403,4,Brandermill Voting District,Chesterfield,4876,3760,442,145,365,7,157,2730,1173,1529
51041211,4,Nash Voting District,Chesterfield,4966,4119,501,87,153,9,97,2944,853,2074
51041106,4,Harrowgate Voting District,Chesterfield,7023,4126,2134,402,170,25,166,3085,1600,1463
51041305,4,Beach Voting District,Chesterfield,1679,1495,84,60,13,5,22,979,278,694
51041409,7,Manchester Voting District,Chesterfield,4818,2231,1934,419,76,17,141,2535,1569,944
51041407,7,Monacan Voting District,Chesterfield,2176,1884,107,58,92,2,33,1342,539,792
51041411,4,Swift Creek Voting District,Chesterfield,3951,3419,278,108,71,6,69,2425,990,1411
51041513,7,Beaufont Voting District,Chesterfield,2240,712,812,560,90,3,63,781,525,248
51041202,4,Beulah Voting District,Chesterfield,5050,2223,1773,782,165,20,87,2504,1449,1043
51041313,4,Woolridge Voting District,Chesterfield,4960,4224,346,141,159,10,80,2818,1096,1706
51041509,7,Cranbeck Voting District,Chesterfield,2732,1942,384,145,178,6,77,1480,690,775
51041307,4,Cosby Voting District,Chesterfield,5841,4557,629,227,270,10,148,2733,1126,1596
51041304,4,Winfrees Store Voting District,Chesterfield,5452,4417,731,136,44,16,108,2865,879,1966
51041404,7,Providence Voting District,Chesterfield,4229,2662,996,339,134,8,90,2507,1340,1154
51041204,4,Jacobs Voting District,Chesterfield,2953,1876,818,115,52,5,87,1614,782,823
51041408,7,Reams Voting District,Chesterfield,6138,3304,1858,538,274,18,146,3050,1769,1250
51041413,7,Shenandoah Voting District,Chesterfield,4206,2660,920,335,156,8,127,2259,1147,1096
51041210,4,Five Forks Voting District,Chesterfield,5571,2755,2034,378,211,10,183,2724,1524,1180
51043201,10,Berryville Voting District,Clarke,3396,2854,323,118,27,15,59,1639,855,755
51043401,10,White Post Voting District,Clarke,2616,2273,186,90,12,5,50,1379,649,711
51043502,10,Blue Ridge Voting District,Clarke,719,683,7,11,4,5,9,408,203,195
51043501,10,Buckmarsh Voting District,Clarke,2135,1866,74,106,37,1,51,1072,479,574
51043101,10,Russell Voting District,Clarke,2562,2375,53,79,22,4,29,1383,549,812
51043301,10,Millwood Voting District,Clarke,1771,1553,91,74,16,1,36,1025,484,532
51043302,10,Pine Grove Voting District,Clarke,835,783,8,12,8,4,20,507,238,261
51045403,9,Craig Springs Voting District,Craig,429,423,0,0,0,0,6,221,62,153
51045101,9,Court House Voting District,Craig,1016,999,4,7,2,1,3,479,164,304
51045404,9,Forks Of Johns Creek Voting District,Craig,150,147,0,0,2,1,0,74,35,36
51045402,9,Paint Bank Voting District,Craig,137,135,0,0,1,0,1,61,25,36
51045501,9,Craig City Voting District,Craig,1082,1063,0,10,1,2,6,458,146,301
51045301,9,Givens And Reynolds Store Voting District,Craig,612,602,0,3,0,0,7,310,142,164
51045303,9,Marshalls Store Voting District,Craig,200,198,0,1,1,0,0,121,24,92
51045202,9,North Mountain Voting District,Craig,174,165,0,2,1,0,6,80,27,53
51045401,9,Barbours Creek Voting District,Craig,355,342,1,10,0,0,2,160,53,103
51045201,9,Ammendale Voting District,Craig,829,824,0,3,0,1,1,507,133,371
51045302,9,McGuire's Store Voting District,Craig,206,205,0,0,0,1,0,148,66,82
51047401,7,Eldorado Voting District,Culpeper,2366,1929,292,82,13,5,45,1213,533,670
51047402,7,Brown's Store Voting District,Culpeper,3981,3295,410,146,16,20,94,2113,812,1267
51047601,7,Mitchells Voting District,Culpeper,2065,984,855,187,16,3,20,390,192,195
51047602,7,Pearl Sample Voting District,Culpeper,3470,2762,444,182,32,1,49,1829,765,1050
51047201,7,East Fairfax Voting District,Culpeper,7112,3568,1767,1392,133,29,223,2186,1366,800
51047702,7,Brandy Station Voting District,Culpeper,3685,2915,384,216,78,14,78,1634,654,967
51047502,7,Rixeyville Voting District,Culpeper,1469,1325,61,52,5,5,21,790,296,480
51047101,7,West Fairfax Voting District,Culpeper,9267,5623,1715,1396,202,17,314,3083,1582,1473
51047703,7,Lignum Voting District,Culpeper,1728,1336,247,95,13,2,35,856,374,474
51047302,7,Eggbornsville Voting District,Culpeper,2763,2480,151,67,9,9,47,1226,426,783
51047303,7,Cardova Voting District,Culpeper,2931,2194,462,148,49,10,68,1233,545,679
51047501,7,Jeffersonton Voting District,Culpeper,4978,4302,377,167,34,5,93,2715,1096,1594
51047704,7,Richardsville Voting District,Culpeper,874,769,47,27,5,9,17,443,161,279
51049101,5,Precinct 1,Cumberland,1912,1330,508,23,12,3,36,984,441,534
51049401,5,Precinct 4,Cumberland,2004,1380,552,29,2,3,38,940,399,533
51049201,5,Precinct 2,Cumberland,2160,1478,577,52,6,8,39,1039,436,588
51049501,5,Precinct 5,Cumberland,1982,1187,691,37,9,10,48,793,356,427
51049301,5,Precinct 3,Cumberland,1994,978,925,40,6,12,33,964,623,336
51051202,9,Frying Pan Voting District,Dickenson,432,425,3,2,0,2,0,180,75,102
51051304,9,Longs Fork Voting District,Dickenson,791,783,3,0,1,0,4,360,137,214
51051402,9,Haysi Voting District,Dickenson,1874,1846,6,13,2,1,6,697,428,257
51051502,9,Artrip Voting District,Dickenson,933,927,0,5,0,0,1,416,213,196
51051101,9,South Clintwood Voting District,Dickenson,3163,3116,9,10,3,4,21,1449,634,795
51051203,9,Clinchco Voting District,Dickenson,1148,1115,18,5,1,4,5,515,295,213
51051401,9,Colley Voting District,Dickenson,1708,1687,2,7,4,4,4,755,506,233
51051503,9,North Clintwood Voting District,Dickenson,1341,1318,4,5,2,2,10,589,240,340
51051501,9,Tarpon Voting District,Dickenson,832,818,2,3,2,3,4,321,186,130
51051302,9,Herald Voting District,Dickenson,1088,1071,0,8,1,2,6,369,156,208
51051201,9,Nora Voting District,Dickenson,1120,1114,4,0,1,1,0,447,215,220
51051303,9,Ridge Voting District,Dickenson,1038,1010,0,23,0,0,5,398,140,247
51051301,9,West Dante Voting District,Dickenson,435,420,0,5,0,0,10,223,53,169
51053502,4,McKenney Voting District,Dinwiddie,2195,1444,685,27,3,7,29,1002,445,545
51053202,4,Chesdin Voting District,Dinwiddie,3975,2315,1434,135,14,16,61,1763,917,836
51053302,4,New Hope Voting District,Dinwiddie,4949,2583,2102,149,47,7,61,1905,1123,772
51053301,4,Reams Voting District,Dinwiddie,1039,802,206,11,4,1,15,481,197,275
51053402,4,Little Zion Voting District,Dinwiddie,1862,1072,736,25,5,4,20,956,565,384
51053201,4,Edgehill Voting District,Dinwiddie,2010,1142,782,46,8,5,27,921,506,409
51053503,4,Rocky Run Voting District,Dinwiddie,1508,1136,343,15,2,6,6,651,247,401
51053501,4,Courthouse Voting District,Dinwiddie,1814,1343,409,31,12,4,15,972,332,629
51053103,4,Church Road Voting District,Dinwiddie,2187,1869,259,26,6,10,17,1129,300,818
51053401,4,Dinwiddie Voting District,Dinwiddie,2593,1501,988,30,6,9,59,1305,752,541
51053102,4,White Oak Voting District,Dinwiddie,1177,873,263,17,0,9,15,568,192,365
51053403,4,Cherry Hill Voting District,Dinwiddie,735,387,324,9,5,1,9,431,270,156
51053101,4,Rohoic Voting District,Dinwiddie,1957,1150,603,153,17,4,30,803,400,395
51057201,1,North Voting District,Essex,2754,1132,1465,71,5,21,60,1381,1012,357
51057401,1,Central Voting District,Essex,3017,1889,944,110,13,9,52,1497,702,786
51057101,1,Greater Tappahannock Voting District,Essex,2899,1475,1216,90,61,7,50,1231,643,575
51057301,1,South Voting District,Essex,2481,1743,599,78,9,9,43,1250,577,661
51059704,11,Freedom Hill Voting District,Fairfax,3338,2234,65,185,713,0,141,1685,1009,668
51059720,11,Thoreau Voting District,Fairfax,2282,1785,27,137,270,6,57,1415,827,577
51059219,11,Westbriar Voting District,Fairfax,5268,3544,162,309,1048,4,201,2819,1609,1189
51059719,11,Stenwood Voting District,Fairfax,1567,1028,55,119,315,1,49,842,487,344
51059714,11,Walker Voting District,Fairfax,5681,2416,310,888,1895,12,160,2749,1685,1038
51059221,10,Hunters Woods Voting District,Fairfax,3302,2752,131,133,194,3,89,2114,1306,794
51059224,10,South Lakes Voting District,Fairfax,5684,4501,273,283,424,11,192,3332,2296,1016
51059225,10,Terraset Voting District,Fairfax,6940,3162,865,1673,942,9,289,2978,2157,788
51059223,10,Glade Voting District,Fairfax,5132,3576,402,401,530,4,219,3036,2080,933
51059916,11,Waples Mill Voting District,Fairfax,5551,4558,69,211,537,4,172,3416,1698,1693
51059317,8,Westhampton Voting District,Fairfax,3095,2376,34,158,425,4,98,1660,1038,610
51059318,8,Westmoreland Voting District,Fairfax,2030,1452,23,132,353,1,69,1113,708,397
51059310,8,Kirby Voting District,Fairfax,3043,2231,41,158,519,0,94,1628,1040,577
51059315,8,Pimmit Voting District,Fairfax,5254,2916,195,1174,785,7,177,2626,1659,929
51059312,8,Longfellow Voting District,Fairfax,3861,2724,71,200,713,5,148,1952,1176,763
51059726,11,Magarity Voting District,Fairfax,7185,3534,462,739,2121,20,309,2803,1845,936
51059531,8,Leewood Voting District,Fairfax,1483,620,190,214,402,1,56,762,481,276
51059850,11,South Run Voting District,Fairfax,2047,1455,97,104,329,4,58,1122,529,586
51059925,11,Old Mill Voting District,Fairfax,4280,1901,449,647,1124,4,155,1921,1201,716
51059923,10,Bull Run Voting District,Fairfax,2801,2166,79,129,355,2,70,1745,760,974
51059903,10,Cub Run Voting District,Fairfax,5625,3729,325,541,847,12,171,2961,1592,1339
51059924,11,London Towne West Voting District,Fairfax,5844,2019,717,1824,1053,13,218,2186,1585,589
51059928,10,Poplar Tree Voting District,Fairfax,3982,2405,172,170,1095,9,131,2359,1280,1071
51059927,10,Lees Corner West Voting District,Fairfax,5640,3181,240,395,1593,5,226,2764,1589,1151
51059843,11,Fairlakes Voting District,Fairfax,5210,2996,409,411,1210,9,175,2541,1563,965
51059926,11,Powell Voting District,Fairfax,8564,2802,492,568,4389,5,308,2949,1917,1015
51059229,10,Fox Mill Voting District,Fairfax,6062,4424,201,319,889,15,214,3808,2126,1652
51059233,10,North Point Voting District,Fairfax,6986,5241,335,476,681,11,242,3874,2407,1448
51059905,10,Franklin Voting District,Fairfax,4758,3295,177,296,856,9,125,3014,1741,1254
51059325,10,Hutchison Voting District,Fairfax,5843,1668,637,2116,1222,28,172,1912,1419,479
51059301,10,Chain Bridge Voting District,Fairfax,4726,3520,69,233,801,4,99,2330,1296,1021
51059235,10,Frying Pan Voting District,Fairfax,5436,2011,353,264,2566,18,224,2361,1565,783
51059302,8,Chesterbrook Voting District,Fairfax,3258,2785,44,155,188,2,84,1762,1003,744
51059316,8,Salona Voting District,Fairfax,3623,2898,96,190,351,3,85,1891,1138,739
51059311,10,Langley Voting District,Fairfax,2736,2142,36,138,356,7,57,1577,842,733
51059305,8,El Nido Voting District,Fairfax,3154,2533,43,142,340,6,90,1546,949,584
51059303,10,Churchill Voting District,Fairfax,2178,1484,35,123,450,5,81,1120,643,470
51059304,10,Cooper Voting District,Fairfax,2993,2257,69,109,442,2,114,1620,797,821
51059309,10,Kenmore Voting District,Fairfax,4966,3466,137,178,1035,0,150,2649,1341,1294
51059328,10,Hickory Voting District,Fairfax,4221,3196,62,150,675,2,136,2365,1196,1150
51059306,10,Great Falls Voting District,Fairfax,2525,2133,26,84,202,4,76,1644,830,809
51059307,8,Haycock Voting District,Fairfax,3369,2660,49,158,384,4,114,1849,1101,743
51059708,11,Marshall Voting District,Fairfax,9082,4708,354,1598,2086,20,316,3643,2461,1148
51059236,10,Stuart Voting District,Fairfax,1828,1312,117,143,188,1,67,1145,728,410
51059319,10,Herndon #1 Voting District,Fairfax,6684,3322,509,1476,1132,11,234,2968,1808,1134
51059320,10,Herndon #2 Voting District,Fairfax,8600,2664,788,3434,1431,25,258,2985,2044,917
51059327,10,Sugarland Voting District,Fairfax,4261,2901,189,309,693,4,165,2561,1418,1122
51059321,10,Clearview Voting District,Fairfax,5784,4207,244,462,691,6,174,3721,2188,1508
51059329,10,Seneca Voting District,Fairfax,4447,3289,112,202,682,3,159,2718,1381,1325
51059322,10,Forestville Voting District,Fairfax,4234,3321,68,167,526,1,151,2386,1111,1256
51059401,8,Bush Hill Voting District,Fairfax,4703,2989,495,548,540,4,127,2548,1490,1036
51059402,8,Cameron Voting District,Fairfax,1650,892,160,430,121,4,43,854,531,313
51059410,8,Rose Hill Voting District,Fairfax,6812,3821,774,1073,829,18,297,3256,1935,1299
51059607,8,Huntington Voting District,Fairfax,5784,3159,758,1120,549,14,184,2614,1817,770
51059408,8,Mount Eagle Voting District,Fairfax,2327,1162,179,778,162,6,40,1103,823,266
51059404,8,Franconia Voting District,Fairfax,5616,3110,857,518,922,16,193,2675,1684,968
51059411,8,Virginia Hills Voting District,Fairfax,2270,1027,140,844,205,1,53,1017,637,371
51059405,8,Groveton Voting District,Fairfax,14159,2559,4093,5896,1229,34,348,3857,3094,746
51059604,8,Bucknell Voting District,Fairfax,7242,2586,1926,1985,533,17,195,2922,2155,740
51059621,8,Grosvenor Voting District,Fairfax,2958,1472,538,484,342,10,112,1402,1046,347
51059608,8,Kirkside Voting District,Fairfax,2705,1794,350,269,214,3,75,1471,1008,455
51059610,8,Sherwood Voting District,Fairfax,4412,2522,1150,332,267,17,124,2185,1435,739
51059627,8,Woodlawn Voting District,Fairfax,8222,2279,2432,2383,830,17,281,3119,2338,760
51059601,8,Belle Haven Voting District,Fairfax,3411,2333,301,576,147,2,52,1823,1056,754
51059409,8,Pioneer Voting District,Fairfax,9105,3422,1365,1972,2036,13,297,3601,2390,1182
51059422,8,Van Dorn Voting District,Fairfax,5613,2862,1164,624,779,8,176,2749,1781,944
51059419,8,Lane Voting District,Fairfax,5322,2408,996,894,797,10,217,2573,1761,798
51059619,8,Belvoir Voting District,Fairfax,5383,2939,1010,636,502,26,270,2142,1334,797
51059417,11,Garfield Voting District,Fairfax,6213,2129,587,1038,2191,10,258,2663,1693,945
51059622,8,Lorton Station Voting District,Fairfax,6674,2195,1865,1243,1039,8,324,2684,1970,697
51059626,11,Saratoga Voting District,Fairfax,7745,3939,1077,1210,1174,11,334,4152,2561,1552
51059421,8,Kingstowne Voting District,Fairfax,5771,3203,1025,536,749,13,245,2852,1858,977
